"RANK","PLAYER","TEAM_LOGO","TEAM_NAME","MIN","OFF","DEF","TOT","WAR","CONFERENCE"
138,"Bojan Bogdanovic","http://content.sportslogos.net/logos/6/234/thumbs/23467492017.gif","Utah Jazz",2083,1.11426884940974,-1.8363452179446,-0.722076368534857,2.1646218525288,"Western"
139,"Marcus Morris Sr.","http://content.sportslogos.net/logos/6/236/thumbs/23654622016.gif","Los Angeles Clippers",937,-0.369600294788629,2.03722102244881,1.66762072766018,2.16346947494532,"Western"
140,"Russell Westbrook","http://content.sportslogos.net/logos/6/230/thumbs/23068302020.gif","Houston Rockets",2311,-0.444405316271343,-0.554081211453227,-0.99848652772457,2.12770342373705,"Western"
141,"Gary Harris","http://content.sportslogos.net/logos/6/229/thumbs/22989262019.gif","Denver Nuggets",2159,-2.92551090860843,2.06991836973309,-0.855592538875338,2.09503383397286,"Western"
142,"Derrick Rose","http://content.sportslogos.net/logos/6/223/thumbs/22321642018.gif","Detroit Pistons",1298,2.57542824074793,-2.21957552869482,0.355852712053106,2.0634013985099,"Eastern"
143,"Shaquille Harrison","http://content.sportslogos.net/logos/6/221/thumbs/hj3gmh82w9hffmeh3fjm5h874.gif","Chicago Bulls",484,1.35514920293594,4.23218450328699,5.58733370622293,2.05735509581141,"Eastern"
144,"Cory Joseph","http://content.sportslogos.net/logos/6/240/thumbs/24040432017.gif","Sacramento Kings",1759,-1.96927641040616,1.54615829483259,-0.423118115573573,2.0564772802587,"Western"
145,"Maxi Kleber","http://content.sportslogos.net/logos/6/228/thumbs/22834632018.gif","Dallas Mavericks",2093,-1.4917471790409,0.683379189934911,-0.80836798910599,2.0538010369245,"Western"
146,"Mike Conley","http://content.sportslogos.net/logos/6/234/thumbs/23467492017.gif","Utah Jazz",1528,1.39231936539232,-1.56175934561183,-0.169439980219512,2.02380870296965,"Western"
147,"Myles Turner","http://content.sportslogos.net/logos/6/224/thumbs/22448122018.gif","Indiana Pacers",1972,-2.49688193549464,1.72966551467817,-0.767216420816467,1.99095540064908,"Eastern"
148,"Tony Bradley","http://content.sportslogos.net/logos/6/234/thumbs/23467492017.gif","Utah Jazz",711,1.08044498452607,1.64605091879376,2.72649590331982,1.9851004665866,"Western"
149,"Rudy Gay","http://content.sportslogos.net/logos/6/233/thumbs/23325472018.gif","San Antonio Spurs",1461,-1.07071205959074,0.939378106741186,-0.131333952849555,1.95947767060533,"Western"
150,"Kendrick Nunn","http://content.sportslogos.net/logos/6/214/thumbs/burm5gh2wvjti3xhei5h16k8e.gif","Miami Heat",2201,-0.550259141892248,-0.467191274550043,-1.01745041644229,1.9479188458773,"Eastern"
151,"Dillon Brooks","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",2112,-0.641984692153318,-0.325004026454393,-0.966988718607711,1.92860264555036,"Western"
152,"DeAndre Jordan","http://content.sportslogos.net/logos/6/3786/thumbs/hsuff5m3dgiv20kovde422r1f.gif","Brooklyn Nets",1234,-1.55041915360594,1.80335160010213,0.252932446496189,1.89593083738212,"Eastern"
153,"Nerlens Noel","http://content.sportslogos.net/logos/6/2687/thumbs/khmovcnezy06c3nm05ccn0oj2.gif","Oklahoma City Thunder",1224,-1.73959681034167,2.01838545812446,0.278788647782798,1.88916739580896,"Western"
154,"Kyrie Irving","http://content.sportslogos.net/logos/6/3786/thumbs/hsuff5m3dgiv20kovde422r1f.gif","Brooklyn Nets",658,5.99961688293796,-3.22513364481786,2.7744832381201,1.87538687479479,"Eastern"
155,"Dejounte Murray","http://content.sportslogos.net/logos/6/233/thumbs/23325472018.gif","San Antonio Spurs",1687,-0.451163146863564,-0.125364077520116,-0.57652722438368,1.87185286483467,"Western"
156,"Timothe Luwawu-Cabarrot","http://content.sportslogos.net/logos/6/3786/thumbs/hsuff5m3dgiv20kovde422r1f.gif","Brooklyn Nets",984,-0.162679547163783,1.08810076722505,0.925421220061263,1.86021700915598,"Eastern"
157,"Luguentz Dort","http://content.sportslogos.net/logos/6/2687/thumbs/khmovcnezy06c3nm05ccn0oj2.gif","Oklahoma City Thunder",995,-2.71047784999525,3.5891684816387,0.878690631643449,1.86004556495361,"Western"
158,"Aaron Gordon","http://content.sportslogos.net/logos/6/217/thumbs/wd9ic7qafgfb0yxs7tem7n5g4.gif","Orlando Magic",2017,0.24551425705869,-1.18377778910341,-0.938263532044722,1.8535417369494,"Eastern"
159,"Ben McLemore","http://content.sportslogos.net/logos/6/230/thumbs/23068302020.gif","Houston Rockets",1749,2.05303898470781,-2.75678692032853,-0.703747935620719,1.84145599904204,"Western"
160,"Langston Galloway","http://content.sportslogos.net/logos/6/223/thumbs/22321642018.gif","Detroit Pistons",1702,0.858010278102494,-1.493900581424,-0.635890303321509,1.83209967141622,"Eastern"
161,"Dwight Powell","http://content.sportslogos.net/logos/6/228/thumbs/22834632018.gif","Dallas Mavericks",1061,-0.176525257951122,0.827651756120417,0.651126498169295,1.83013184398956,"Western"
162,"Ryan Arcidiacono","http://content.sportslogos.net/logos/6/221/thumbs/hj3gmh82w9hffmeh3fjm5h874.gif","Chicago Bulls",930,-0.933326077713933,2.02392226502279,1.09059618730886,1.82429420797848,"Eastern"
163,"Ja Morant","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",2074,0.414902703367276,-1.4690133370591,-1.05411063369182,1.79486134723681,"Western"
164,"Mo Bamba","http://content.sportslogos.net/logos/6/217/thumbs/wd9ic7qafgfb0yxs7tem7n5g4.gif","Orlando Magic",878,-1.26095825347805,2.42890529937664,1.1679470458986,1.74457122504705,"Eastern"
165,"Julius Randle","http://content.sportslogos.net/logos/6/216/thumbs/2nn48xofg0hms8k326cqdmuis.gif","New York Knicks",2080,-0.77566927263214,-0.347201353314773,-1.12287062594691,1.72663345225224,"Eastern"
166,"Willie Cauley-Stein","http://content.sportslogos.net/logos/6/235/thumbs/23531522020.gif","Golden State Warriors",940,-4.15379099322024,5.01896637513009,0.865175381909854,1.71935838675597,"Western"
167,"Kyle Anderson","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",1330,-1.98518585248231,1.75337582165155,-0.231810030830764,1.7104254007473,"Western"
168,"Harrison Barnes","http://content.sportslogos.net/logos/6/240/thumbs/24040432017.gif","Sacramento Kings",2482,-0.268229701421994,-1.13318849833921,-1.40141819976121,1.70955395901993,"Western"
169,"JJ Redick","http://content.sportslogos.net/logos/6/4962/thumbs/496226812014.gif","New Orleans Pelicans",1581,2.42227125333546,-3.09511260404434,-0.672841350708876,1.69199488405789,"Western"
170,"Cameron Johnson","http://content.sportslogos.net/logos/6/238/thumbs/23843702014.gif","Phoenix Suns",1255,0.093443411407182,-0.216472780863341,-0.123029369456159,1.68086400334879,"Western"
171,"Alec Burks","http://content.sportslogos.net/logos/6/235/thumbs/23531522020.gif","Golden State Warriors",1390,0.691595824240724,-1.10262694582767,-0.41103112158695,1.6575375932606,"Western"
172,"John Collins","http://content.sportslogos.net/logos/6/220/thumbs/22091682016.gif","Atlanta Hawks",1363,0.000840824875046,-0.375499121104132,-0.374658296229086,1.65402855705898,"Eastern"
173,"Draymond Green","http://content.sportslogos.net/logos/6/235/thumbs/23531522020.gif","Golden State Warriors",1222,-2.46255265407618,2.31091280177096,-0.151639852305229,1.64046905768453,"Western"
174,"Raul Neto","http://content.sportslogos.net/logos/6/218/thumbs/21870342016.gif","Philadelphia 76ers",694,-1.01381202882614,2.89879689983493,1.88498487100878,1.63857548696895,"Eastern"
175,"Robert Williams III","http://content.sportslogos.net/logos/6/213/thumbs/slhg02hbef3j1ov4lsnwyol5o.gif","Boston Celtics",537,0.796602320348309,2.34948517606878,3.14608749641709,1.6381632617309,"Eastern"
176,"Kyle Korver","http://content.sportslogos.net/logos/6/225/thumbs/22582752016.gif","Milwaukee Bucks",1079,0.412568802190828,-0.253523604644335,0.159045197546494,1.625268754691,"Eastern"
177,"T.J. McConnell","http://content.sportslogos.net/logos/6/224/thumbs/22448122018.gif","Indiana Pacers",1354,0.506949635128853,-0.905180454442868,-0.398230819314016,1.61101959268707,"Eastern"
178,"Ersan Ilyasova","http://content.sportslogos.net/logos/6/225/thumbs/22582752016.gif","Milwaukee Bucks",1009,0.0298933952280031,0.32325934949636,0.353152744724363,1.60111605293651,"Eastern"
179,"Jordan McLaughlin","http://content.sportslogos.net/logos/6/232/thumbs/23296692018.gif","Minnesota Timberwolves",590,2.05837913014956,0.518896976790712,2.57727610694028,1.59950917692706,"Western"
180,"Boban Marjanovic","http://content.sportslogos.net/logos/6/228/thumbs/22834632018.gif","Dallas Mavericks",504,3.66528635874827,-0.2386670296708,3.42661932907747,1.59826129086255,"Western"
181,"Dario Saric","http://content.sportslogos.net/logos/6/238/thumbs/23843702014.gif","Phoenix Suns",1632,-0.348447270859474,-0.503311102043003,-0.851758372902478,1.58341636796806,"Western"
182,"Jevon Carter","http://content.sportslogos.net/logos/6/238/thumbs/23843702014.gif","Phoenix Suns",945,-0.14610109492242,0.643045570620984,0.496944475698564,1.5533540420268,"Western"
183,"Svi Mykhailiuk","http://content.sportslogos.net/logos/6/223/thumbs/22321642018.gif","Detroit Pistons",1265,0.457352376348835,-0.824535684403866,-0.367183308055031,1.54229081233629,"Eastern"
184,"Tyus Jones","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",1232,1.05240185305811,-1.34820045060986,-0.29579859755175,1.53664464039814,"Western"
185,"Matthew Dellavedova","http://content.sportslogos.net/logos/6/222/thumbs/22269212018.gif","Cleveland Cavaliers",821,-1.73119279468497,2.56098007938554,0.829787284700566,1.49956745519096,"Eastern"
186,"Garrett Temple","http://content.sportslogos.net/logos/6/3786/thumbs/hsuff5m3dgiv20kovde422r1f.gif","Brooklyn Nets",1867,-1.46194474418091,0.278647489629936,-1.18329725455097,1.49343606919489,"Eastern"
187,"Mason Plumlee","http://content.sportslogos.net/logos/6/229/thumbs/22989262019.gif","Denver Nuggets",1263,-0.537210193373871,0.047800746067153,-0.489409447306718,1.48296889487321,"Western"
188,"Pat Connaughton","http://content.sportslogos.net/logos/6/225/thumbs/22582752016.gif","Milwaukee Bucks",1414,-1.19217586704545,0.468156630085481,-0.724019236959966,1.4617558376825,"Eastern"
189,"Zion Williamson","http://content.sportslogos.net/logos/6/4962/thumbs/496226812014.gif","New Orleans Pelicans",668,1.2180506391411,0.223741580407985,1.44179221954908,1.44753410308126,"Western"
190,"Tyler Herro","http://content.sportslogos.net/logos/6/214/thumbs/burm5gh2wvjti3xhei5h16k8e.gif","Miami Heat",2214,-0.259855682647784,-1.24164203176107,-1.50149771440885,1.42504354789018,"Eastern"
191,"John Henson","http://content.sportslogos.net/logos/6/222/thumbs/22269212018.gif","Cleveland Cavaliers",412,-1.11497454860387,5.02167108432799,3.90669653572412,1.40529054158405,"Eastern"
192,"Marquese Chriss","http://content.sportslogos.net/logos/6/235/thumbs/23531522020.gif","Golden State Warriors",1196,-1.66542785142991,1.17858652301815,-0.486841328411767,1.38265684753292,"Western"
193,"Brad Wanamaker","http://content.sportslogos.net/logos/6/213/thumbs/slhg02hbef3j1ov4lsnwyol5o.gif","Boston Celtics",1642,-0.532739552379519,-0.613347145510046,-1.14608669788956,1.34269311866431,"Eastern"
194,"Jordan Clarkson","http://content.sportslogos.net/logos/6/222/thumbs/22269212018.gif","Cleveland Cavaliers",666,3.33819350511929,-2.15012661761004,1.18806688750925,1.33066960308796,"Eastern"
195,"Victor Oladipo","http://content.sportslogos.net/logos/6/224/thumbs/22448122018.gif","Indiana Pacers",651,-1.57955469384263,2.69302290724011,1.11346821339748,1.31071130450736,"Eastern"
196,"D.J. Augustin","http://content.sportslogos.net/logos/6/217/thumbs/wd9ic7qafgfb0yxs7tem7n5g4.gif","Orlando Magic",1548,0.164998851588044,-1.25063526250821,-1.08563641092016,1.29840050908997,"Eastern"
197,"Kenrich Williams","http://content.sportslogos.net/logos/6/4962/thumbs/496226812014.gif","New Orleans Pelicans",832,-2.0490154967245,2.36721026414761,0.318194767423109,1.2959138165997,"Western"
198,"Grant Williams","http://content.sportslogos.net/logos/6/213/thumbs/slhg02hbef3j1ov4lsnwyol5o.gif","Boston Celtics",1213,-2.86771966150145,2.18627783151531,-0.681441829986139,1.29524606620107,"Eastern"
199,"Kent Bazemore","http://content.sportslogos.net/logos/6/240/thumbs/24040432017.gif","Sacramento Kings",577,-1.45626334074639,2.98522418507508,1.52896084432869,1.26346334048911,"Western"
200,"Tristan Thompson","http://content.sportslogos.net/logos/6/222/thumbs/22269212018.gif","Cleveland Cavaliers",1721,-2.29831818820309,0.996035455935929,-1.30228273226717,1.25352463299155,"Eastern"
201,"Troy Brown Jr.","http://content.sportslogos.net/logos/6/219/thumbs/21956712016.gif","Washington Wizards",1782,-1.05064547542984,-0.350145494843794,-1.40079097027363,1.22517548663688,"Eastern"
202,"Mike Scott","http://content.sportslogos.net/logos/6/218/thumbs/21870342016.gif","Philadelphia 76ers",1227,0.763984242058222,-1.559085599571,-0.795101357512784,1.21816982956102,"Eastern"
203,"Jeff Green","http://content.sportslogos.net/logos/6/230/thumbs/23068302020.gif","Houston Rockets",748,1.01274352678118,-0.626177609572698,0.386565917208483,1.21155548671494,"Western"
204,"David Nwaba","http://content.sportslogos.net/logos/6/3786/thumbs/hsuff5m3dgiv20kovde422r1f.gif","Brooklyn Nets",268,-0.756407314248644,6.63775355309801,5.88134623884936,1.1848613225994,"Eastern"
205,"Avery Bradley","http://content.sportslogos.net/logos/6/237/thumbs/uig7aiht8jnpl1szbi57zzlsh.gif","Los Angeles Lakers",1186,-1.51431094580723,0.714423211841677,-0.799887733965555,1.18394563968787,"Western"
206,"Nicolas Batum","http://content.sportslogos.net/logos/6/5120/thumbs/512019262015.gif","Charlotte Hornets",505,-0.848227729410534,2.6876118158706,1.83938408646007,1.17679057597717,"Eastern"
207,"Matt Thomas","http://content.sportslogos.net/logos/6/227/thumbs/22745782016.gif","Toronto Raptors",524,2.10167326559191,-0.559778688565239,1.54189457702668,1.14921361238729,"Eastern"
208,"Patrick Patterson","http://content.sportslogos.net/logos/6/236/thumbs/23654622016.gif","Los Angeles Clippers",786,-0.0833984847997102,0.148811645691088,0.0654131608913771,1.1360846485675,"Western"
209,"Cedi Osman","http://content.sportslogos.net/logos/6/222/thumbs/22269212018.gif","Cleveland Cavaliers",1910,-0.816643583968274,-0.771208104779435,-1.58785168874771,1.13285675613229,"Eastern"
210,"Josh Jackson","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",381,0.102680914936951,2.87934069811861,2.98202161305556,1.13068314024877,"Western"
211,"Thomas Bryant","http://content.sportslogos.net/logos/6/219/thumbs/21956712016.gif","Washington Wizards",1147,-0.369071412804,-0.455202708246864,-0.824274121050864,1.12767507046908,"Eastern"
212,"Denzel Valentine","http://content.sportslogos.net/logos/6/221/thumbs/hj3gmh82w9hffmeh3fjm5h874.gif","Chicago Bulls",488,-0.078337783920283,1.74754655461333,1.66920877069304,1.10315685978945,"Eastern"
213,"Marvin Williams","http://content.sportslogos.net/logos/6/225/thumbs/22582752016.gif","Milwaukee Bucks",500,0.114875642472522,1.37254647689858,1.48742211937111,1.09880071555706,"Eastern"
214,"Ian Mahinmi","http://content.sportslogos.net/logos/6/219/thumbs/21956712016.gif","Washington Wizards",808,-2.69844475071288,2.60097586889757,-0.09746888181531,1.09269969702227,"Eastern"
215,"Georges Niang","http://content.sportslogos.net/logos/6/234/thumbs/23467492017.gif","Utah Jazz",1037,1.02113126261186,-1.71944407748768,-0.698312814875821,1.08945626544657,"Western"
216,"Alec Burks","http://content.sportslogos.net/logos/6/218/thumbs/21870342016.gif","Philadelphia 76ers",459,2.7692451593024,-0.847723805426326,1.92152135387607,1.08866954139515,"Eastern"
217,"Trey Burke","http://content.sportslogos.net/logos/6/228/thumbs/22834632018.gif","Dallas Mavericks",347,2.78607278645524,0.426115230894022,3.21218801734926,1.06425992666047,"Western"
218,"D'Angelo Russell","http://content.sportslogos.net/logos/6/235/thumbs/23531522020.gif","Golden State Warriors",1060,3.36241967667543,-4.18714908336705,-0.824729406691623,1.05821028304592,"Western"
219,"Jaren Jackson Jr.","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",1622,-1.31942629373685,-0.171173018841009,-1.49059931257786,1.05382273968712,"Western"
220,"Andre Iguodala","http://content.sportslogos.net/logos/6/214/thumbs/burm5gh2wvjti3xhei5h16k8e.gif","Miami Heat",828,-1.83363785320454,1.49683660014954,-0.336801253055007,1.04648799971406,"Eastern"
221,"Shabazz Napier","http://content.sportslogos.net/logos/6/232/thumbs/23296692018.gif","Minnesota Timberwolves",856,-0.108552822756033,-0.300651369681736,-0.40920419243777,1.02832118220454,"Western"
222,"Luke Kennard","http://content.sportslogos.net/logos/6/223/thumbs/22321642018.gif","Detroit Pistons",922,2.42751456441311,-2.97995658011371,-0.552442015700608,1.02796221108641,"Eastern"
223,"Cameron Payne","http://content.sportslogos.net/logos/6/238/thumbs/23843702014.gif","Phoenix Suns",183,4.0141241771248,4.16105707945084,8.17518125657564,1.01962996113089,"Western"
224,"Darius Bazley","http://content.sportslogos.net/logos/6/2687/thumbs/khmovcnezy06c3nm05ccn0oj2.gif","Oklahoma City Thunder",1256,-4.23546739382351,3.02976737456458,-1.20570001925893,0.993664949234565,"Western"
225,"Naz Reid","http://content.sportslogos.net/logos/6/232/thumbs/23296692018.gif","Minnesota Timberwolves",495,-0.411702919892164,1.55740398307454,1.14570106318237,0.98776746850146,"Western"
226,"Doug McDermott","http://content.sportslogos.net/logos/6/224/thumbs/22448122018.gif","Indiana Pacers",1426,0.805398395209625,-2.25374842357448,-1.44835002836485,0.943537299581592,"Eastern"
227,"Caleb Martin","http://content.sportslogos.net/logos/6/5120/thumbs/512019262015.gif","Charlotte Hornets",317,-1.95316289554952,4.93585943446842,2.98269653891889,0.925338125829884,"Eastern"
228,"Moritz Wagner","http://content.sportslogos.net/logos/6/219/thumbs/21956712016.gif","Washington Wizards",835,-1.84506271012128,1.21163577458965,-0.633426935531632,0.911906533272788,"Eastern"
229,"Jabari Parker","http://content.sportslogos.net/logos/6/220/thumbs/22091682016.gif","Atlanta Hawks",837,0.805739757731335,-1.45857153395573,-0.652831776224394,0.899271188037813,"Eastern"
230,"Aron Baynes","http://content.sportslogos.net/logos/6/238/thumbs/23843702014.gif","Phoenix Suns",934,-0.964828514326674,0.088625429861329,-0.876203084465344,0.896839835115015,"Western"
231,"Khem Birch","http://content.sportslogos.net/logos/6/217/thumbs/wd9ic7qafgfb0yxs7tem7n5g4.gif","Orlando Magic",1011,-2.33540559530844,1.31069955485474,-1.0247060404537,0.894859658696874,"Eastern"
232,"Garrison Mathews","http://content.sportslogos.net/logos/6/219/thumbs/21956712016.gif","Washington Wizards",227,1.98830914768891,2.66499704466991,4.65330619235882,0.863602203668017,"Eastern"
233,"Otto Porter Jr.","http://content.sportslogos.net/logos/6/221/thumbs/hj3gmh82w9hffmeh3fjm5h874.gif","Chicago Bulls",331,1.75492667427857,0.385120423732345,2.14004709801091,0.830210745562705,"Eastern"
234,"Jerami Grant","http://content.sportslogos.net/logos/6/229/thumbs/22989262019.gif","Denver Nuggets",2545,-0.998712517258653,-1.12741881774668,-2.12613133500533,0.825106159538386,"Western"
235,"JaKarr Sampson","http://content.sportslogos.net/logos/6/224/thumbs/22448122018.gif","Indiana Pacers",521,-1.66923765140613,1.96214759632156,0.292909944915429,0.809085317165516,"Eastern"
236,"Mike Muscala","http://content.sportslogos.net/logos/6/2687/thumbs/khmovcnezy06c3nm05ccn0oj2.gif","Oklahoma City Thunder",592,-1.2922478582794,1.21875591662832,-0.0734919416510825,0.807543525183895,"Western"
237,"Austin Rivers","http://content.sportslogos.net/logos/6/230/thumbs/23068302020.gif","Houston Rockets",1805,0.222094560834126,-2.11996264709231,-1.89786808625818,0.784854039402797,"Western"
238,"Yogi Ferrell","http://content.sportslogos.net/logos/6/240/thumbs/24040432017.gif","Sacramento Kings",530,-1.30741501209757,1.45645300775427,0.149037995656701,0.779994019030554,"Western"
239,"J.J. Barea","http://content.sportslogos.net/logos/6/228/thumbs/22834632018.gif","Dallas Mavericks",455,1.43476276050834,-0.881994290593859,0.552768469914483,0.761038448953537,"Western"
240,"Wayne Ellington","http://content.sportslogos.net/logos/6/216/thumbs/2nn48xofg0hms8k326cqdmuis.gif","New York Knicks",558,-0.492104611850648,0.426136510825876,-0.065968101024772,0.759927006040587,"Eastern"
241,"Keldon Johnson","http://content.sportslogos.net/logos/6/233/thumbs/23325472018.gif","San Antonio Spurs",301,2.03102279113807,0.127265627117446,2.15828841825551,0.756449019164976,"Western"
242,"Josh Okogie","http://content.sportslogos.net/logos/6/232/thumbs/23296692018.gif","Minnesota Timberwolves",1547,-2.16476938671509,0.360892927749494,-1.80387645896559,0.753283779031743,"Western"
243,"Cody Zeller","http://content.sportslogos.net/logos/6/5120/thumbs/512019262015.gif","Charlotte Hornets",1341,-0.358174041673144,-1.29340668305304,-1.65158072472619,0.750758952800309,"Eastern"
244,"E'Twaun Moore","http://content.sportslogos.net/logos/6/4962/thumbs/496226812014.gif","New Orleans Pelicans",1020,-0.298553556145403,-1.02922576394222,-1.32777932008762,0.736766863754928,"Western"
245,"Malik Beasley","http://content.sportslogos.net/logos/6/229/thumbs/22989262019.gif","Denver Nuggets",746,-1.85183284551782,1.02777315052639,-0.824059694991431,0.733137449709611,"Western"
246,"Hamidou Diallo","http://content.sportslogos.net/logos/6/2687/thumbs/khmovcnezy06c3nm05ccn0oj2.gif","Oklahoma City Thunder",921,-3.92645105813927,2.72418394194985,-1.20226711618942,0.725261759482047,"Western"
247,"John Konchar","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",181,2.14918284902976,2.97765201915491,5.12683486818467,0.723142230843481,"Western"
248,"Alex Len","http://content.sportslogos.net/logos/6/220/thumbs/22091682016.gif","Atlanta Hawks",745,-2.42533316803421,1.57587962733256,-0.849453540701649,0.719777194699009,"Eastern"
249,"Tony Snell","http://content.sportslogos.net/logos/6/223/thumbs/22321642018.gif","Detroit Pistons",1641,-0.21188668076584,-1.67805478943577,-1.88994147020161,0.712551554935515,"Eastern"
250,"Anthony Tolliver","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",236,0.420519990358118,2.71061660524788,3.131136595606,0.70364718841822,"Western"
251,"James Ennis III","http://content.sportslogos.net/logos/6/218/thumbs/21870342016.gif","Philadelphia 76ers",776,0.096227780584427,-1.07666549503784,-0.980437714453413,0.700583293810859,"Eastern"
252,"Markieff Morris","http://content.sportslogos.net/logos/6/237/thumbs/uig7aiht8jnpl1szbi57zzlsh.gif","Los Angeles Lakers",584,-1.76565689278844,1.28388346811589,-0.481773424672539,0.69512661547275,"Western"
253,"Terry Rozier","http://content.sportslogos.net/logos/6/5120/thumbs/512019262015.gif","Charlotte Hornets",2164,-0.606098351253509,-1.51000174499702,-2.11610009625053,0.694536134837422,"Eastern"
254,"Andrew Wiggins","http://content.sportslogos.net/logos/6/235/thumbs/23531522020.gif","Golden State Warriors",403,1.15594837788556,-0.712883362612074,0.443065015273481,0.65847079765022,"Western"
255,"Monte Morris","http://content.sportslogos.net/logos/6/229/thumbs/22989262019.gif","Denver Nuggets",2042,0.734434481150336,-2.83545285519289,-2.10101837404256,0.6511055030184,"Western"
256,"Jae Crowder","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",1322,-0.652656543085694,-1.176061468146,-1.82871801123169,0.624226876533398,"Western"
257,"Reggie Jackson","http://content.sportslogos.net/logos/6/223/thumbs/22321642018.gif","Detroit Pistons",381,1.56691232433261,-1.11318694866849,0.453725375664119,0.613120271564919,"Eastern"
258,"Trey Burke","http://content.sportslogos.net/logos/6/218/thumbs/21870342016.gif","Philadelphia 76ers",329,2.2799169683674,-1.38762165812841,0.892295310238997,0.598901423150318,"Eastern"
259,"Alex Len","http://content.sportslogos.net/logos/6/240/thumbs/24040432017.gif","Sacramento Kings",225,-1.59976135000221,4.02466615903535,2.42490480903313,0.59659785504546,"Western"
260,"Semi Ojeleye","http://content.sportslogos.net/logos/6/213/thumbs/slhg02hbef3j1ov4lsnwyol5o.gif","Boston Celtics",1133,-2.42570777443335,0.656352948748255,-1.7693548256851,0.557855420736428,"Eastern"
261,"Wes Iwundu","http://content.sportslogos.net/logos/6/217/thumbs/wd9ic7qafgfb0yxs7tem7n5g4.gif","Orlando Magic",1029,-1.96515827993617,0.274800801331854,-1.69035747860431,0.55748422454045,"Eastern"
262,"Stephen Curry","http://content.sportslogos.net/logos/6/235/thumbs/23531522020.gif","Golden State Warriors",139,6.40342630897839,-1.45744592944544,4.94598037953295,0.557403771526079,"Western"
263,"Frank Mason","http://content.sportslogos.net/logos/6/225/thumbs/22582752016.gif","Milwaukee Bucks",120,1.02909523999574,5.22982442094966,6.2589196609454,0.554879726488416,"Eastern"
264,"Taurean Prince","http://content.sportslogos.net/logos/6/3786/thumbs/hsuff5m3dgiv20kovde422r1f.gif","Brooklyn Nets",1857,-2.38624031271295,0.215579468258713,-2.17066084445423,0.552309815980177,"Eastern"
265,"Romeo Langford","http://content.sportslogos.net/logos/6/213/thumbs/slhg02hbef3j1ov4lsnwyol5o.gif","Boston Celtics",416,-3.16508156377648,2.9250250324228,-0.240056531353683,0.538248587003225,"Eastern"
266,"Thaddeus Young","http://content.sportslogos.net/logos/6/221/thumbs/hj3gmh82w9hffmeh3fjm5h874.gif","Chicago Bulls",1591,-2.86641665933858,0.761176940404762,-2.10523971893382,0.526734550028892,"Eastern"
267,"Juancho Hernangomez","http://content.sportslogos.net/logos/6/232/thumbs/23296692018.gif","Minnesota Timberwolves",411,0.888646342715435,-1.18252935268363,-0.293883009968197,0.517567586526982,"Western"
268,"Solomon Hill","http://content.sportslogos.net/logos/6/214/thumbs/burm5gh2wvjti3xhei5h16k8e.gif","Miami Heat",229,-1.78698816864077,3.34730139601034,1.56031322736956,0.51380757550991,"Eastern"
269,"Stanley Johnson","http://content.sportslogos.net/logos/6/227/thumbs/22745782016.gif","Toronto Raptors",170,-0.423170308303078,3.56351826174271,3.14034795343963,0.512641797045024,"Eastern"
270,"Chris Chiozza","http://content.sportslogos.net/logos/6/3786/thumbs/hsuff5m3dgiv20kovde422r1f.gif","Brooklyn Nets",343,0.408394151407682,-0.275873458763775,0.132520692643905,0.509148326022439,"Eastern"
271,"Andrew Wiggins","http://content.sportslogos.net/logos/6/232/thumbs/23296692018.gif","Minnesota Timberwolves",1455,0.383370683893115,-2.46057454219544,-2.07720385830233,0.498475325527692,"Western"
272,"Grayson Allen","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",718,0.044954528742763,-1.44215464696251,-1.39720011821975,0.497797958711192,"Western"
273,"Kyle Kuzma","http://content.sportslogos.net/logos/6/237/thumbs/uig7aiht8jnpl1szbi57zzlsh.gif","Los Angeles Lakers",2010,-2.10117706138114,-0.165148851571034,-2.26632591295217,0.493515297837403,"Western"
274,"Trevor Ariza","http://content.sportslogos.net/logos/6/240/thumbs/24040432017.gif","Sacramento Kings",791,-2.9540052184877,1.42135055402978,-1.53265466445792,0.48990121185633,"Western"
275,"Gorgui Dieng","http://content.sportslogos.net/logos/6/231/thumbs/23143732019.gif","Memphis Grizzlies",318,-2.48363039186279,2.7387034438038,0.255073051941006,0.488521536273931,"Western"
276,"Reggie Bullock","http://content.sportslogos.net/logos/6/216/thumbs/2nn48xofg0hms8k326cqdmuis.gif","New York Knicks",684,-1.70714939744213,0.360725423951689,-1.34642397349044,0.488083226251346,"Eastern"
